"polaridad","id_tuit","fecha","consulta","usuario","texto"
"0","120151009097070","2015-10-09 07:38","#PerdimosComoSiempre","@Sergiio_Stone","#PerdimosComoSiempre Y pensar que James es un referente de Colombia y Manco es referente de los Bares. #PasaPasa pic.twitter.com/FKALColt7T"
"0","120151009097073","2015-10-09 07:28","#PerdimosComoSiempre","@Huaytajose29","#PerdimosComoSiempre el unico que esta ganando es #farfan con sus movimientos de cadera que le hace #yahaira"
"0","120151009097074","2015-10-09 07:20","#PerdimosComoSiempre","@Blynton","#PerdimosComoSiempre jaja que novedad es esa? . Mas ilusos pensando que van a llegar a un mundial"
"0","120151009097078","2015-10-09 06:54","#PerdimosComoSiempre","@FredCarMilla","#PerdimosComoSiempre ESPN, FOX dan duro a Argentina y Brasil por su pésimo juego, Perú jugó a nada, y acá los alaban la prensa es de lo peor"
"0","120151009097081","2015-10-09 06:48","#PerdimosComoSiempre","@miguelczt","Jajaj cuando ganan: Son lo mejor; Cuando pierden: votenlos. Peruanos tenían que ser #PerdimosComoSiempre"
"0","120151009097082","2015-10-09 06:40","#PerdimosComoSiempre","@daloremara","Goles que no haces en el último minuto... Goles que te hacen en el ÚLTIMO SEGUNDO. #PerdimosComoSiempre"
"0","120151009097084","2015-10-09 06:39","#PerdimosComoSiempre","@Yandelrio92","#PerdimosComoSiempre nos ilusionamos como siempre . Para esos que van a ver a Chile son bien masoquistas, pagar tanto dinero por ver a malos"
"1","120151009097085","2015-10-09 06:35","#PerdimosComoSiempre","@izuxa","Lo importante es competir #PerdimosComoSiempre"
"0","120151009097086","2015-10-09 06:31","#PerdimosComoSiempre","@CarolinaMP06","#PerdimosComoSiempre lo ideal hubiera sido llevarse los 3 puntos y no pensar solo en el empate no hay q ser conformistas ps ."
"0","120151009097088","2015-10-09 06:21","#PerdimosComoSiempre","@CarolinaMP06","#PerdimosComoSiempre cuando salio la alineacion de Peru y leimos el nombre de pizarro pic.twitter.com/3kVLJ6ZwmW"
"0","120151009097090","2015-10-09 06:19","#PerdimosComoSiempre","@dogde440","#PerdimosComoSiempre otra derrota mas ya deben de desaparecer estos malos jugadores y toda su plana directiva son una deshonra"
"1","120151009097091","2015-10-09 06:17","#PerdimosComoSiempre","@MakubexKun","Fue un buen partido.. apoyaré siempre a la selección.. aunque #PerdimosComoSiempre vamos Perú... pic.twitter.com/owYLud912p"
"0","120151009097092","2015-10-09 06:15","#PerdimosComoSiempre","@CarolinaMP06","#PerdimosComoSiempre &lt;&lt;&lt; q mala defensa aun no mejora desde la copa America el colmo perdio ....Peru por tremendos errores ."
"1","120151009097094","2015-10-09 05:44","#PerdimosComoSiempre","@jayusa30","Apoyaré siempre a la selección..!!!!aunque #PerdimosComoSiempre vamos Peru esperamos un triunfo contra los chilenos....."
"0","120151009097097","2015-10-09 05:28","#PerdimosComoSiempre","@727poker","Así es todo en el fútbol peruano #PerdimosComoSiempre"
"0","120151009097098","2015-10-09 05:27","#PerdimosComoSiempre","@juancarlosaqp","#PerdimosComoSiempre este viejo fracasado e inútil de @pizarrinha es un plomo es un jugador menos maldita argolla"
"0","120151009097109","2015-10-09 03:32","#PerdimosComoSiempre","@Gataxia_","Jugamos como nunca, #PerdimosComoSiempre"
"0","120151009097111","2015-10-09 03:18","#PerdimosComoSiempre","@julimixxx","#PerdimosComoSiempre tristes pero ya habrá oportunidad. pic.twitter.com/vIPy1SPOk5"
"0","120151009097113","2015-10-09 03:11","#PerdimosComoSiempre","@lexscl_01","#PerdimosComoSiempre en serio?? Hace 3 meses todo Perú estaba feliz x tener el tercer lugar en la Copa America y ahora los critican Xfavor"
"0","120151009097114","2015-10-09 03:09","#PerdimosComoSiempre","@missAgri16","#PerdimosComoSiempre #Peru porque se confían, porque no van por todo, porque aunque se ponga fea la situación se debe poner mas garra"
"1","120151009097116","2015-10-09 02:59","#PerdimosComoSiempre","@reychifon","@wcabanillasq pero dentro de todo, todavía queda algo de sensatez #PerdimosComoSiempre pic.twitter.com/R7MWtjvPZv"
"0","120151009097123","2015-10-09 02:24","#PerdimosComoSiempre","@RoderickSteven","#perdimoscomosiempre Zambrano es un loquillo! pic.twitter.com/QFW0DPWpjQ"
"0","120151009097124","2015-10-09 02:21","#PerdimosComoSiempre","@henjo0702","Jugamos como nunca pero #PerdimosComoSiempre u.u"
"0","120151009097127","2015-10-09 02:14","#PerdimosComoSiempre","@elmuzicologo","#PerdimosComoSiempre Espero no haber pagado mi entrada en vano &gt;&lt; #VamosPeru"""
"0","120151009097128","2015-10-09 02:13","#PerdimosComoSiempre","@DiazG_LuisE","jugamos como nunca #perdimoscomosiempre jaja la clásica"
"0","120151009097130","2015-10-09 02:04","#PerdimosComoSiempre","@alfredoescuder9","No es novedad esuna realidad #PerdimosComoSiempre"
"0","120151009097133","2015-10-09 01:53","#PerdimosComoSiempre","@__grcxviii","Raro hubiera sido que pierda Angentina y Brasil y Perú gane! Si, no quisimos que el fin del mundo llegue(? #PerdimosComoSiempre"
"0","120151009097134","2015-10-09 01:52","#PerdimosComoSiempre","@__grcxviii","Perdió Argentina, Brasil y Perú!! Bueeee, los grandes perdimos(? En el proximo partido la hacemos! JAJAJAJJAJAJAJAJA #PerdimosComoSiempre"
"0","120151009097135","2015-10-09 01:44","#PerdimosComoSiempre","@louiscojudo_","#PerdimosComoSiempre No consiguen nada creando esto tipos de HT. Tengan Fe...."
"0","120151009097140","2015-10-09 01:36","#PerdimosComoSiempre","@ERICKEDU","te lo dije Gareca CTM, inicia un nuevo ciclo con la SUB 5 #perdimoscomosiempre"
"0","120151009097141","2015-10-09 01:35","#PerdimosComoSiempre","@isang0","#perdimoscomosiempre las clasificatorias necesitan de banca.Perú a las justas tiene equipo, falto Farfán que anda en otra y perdimos."
"0","120151009097142","2015-10-09 01:25","#PerdimosComoSiempre","@Xx4ng3ixX","Jugamos como nunca! #PerdimosComoSiempre , cual es la novedad? pic.twitter.com/yYrDzT3jup"
"0","120151009097143","2015-10-09 01:22","#PerdimosComoSiempre","@elvisito_smp","De q sirve jugar bien si perdemos, la cosa es ganar que importa si jugamos mal #PerdimosComoSiempre"
"1","120151009097144","2015-10-09 01:22","#PerdimosComoSiempre","@msu_94","#PerdimosComoSiempre quizás , pero aún no está todo dicho, con mi hasta el final!"
"1","120151009097148","2015-10-09 01:14","#PerdimosComoSiempre","@ERICKEDU","pero lo importante es que estamos bien de salud #perdimoscomosiempre"
"1","120151009097149","2015-10-09 01:11","#PerdimosComoSiempre","@psicourbeMD","#perdimoscomosiempre pero siempre tenemos esperanza. #psicourbe"
"0","120151009097151","2015-10-09 01:08","#PerdimosComoSiempre","@zJoSeMaNuElxD","#PerdimosComoSiempre jugamos como nunca, Perú toda la vida..."
"1","120151009097152","2015-10-09 01:06","#PerdimosComoSiempre","@tayphoriaa","#PerdimosComoSiempre pero igual nos vamos a chupar por que aun le tenemos fe a la blanquiroja :v"
"0","120151009097160","2015-10-09 01:02","#PerdimosComoSiempre","@louisferboy","#PerdimosComoSiempre al cabo que ni queriamos ir a Rusia , son muy raros los rusos jaja xD"
"0","120151009097166","2015-10-09 00:55","#PerdimosComoSiempre","@sanchezgrandaa","#LaNocheEsMia #PerdimosComoSiempre jajajaja esos peruanos siempre pierden"
"1","120151009097171","2015-10-09 00:50","#PerdimosComoSiempre","@antonio_mjo","#PerdimosComoSiempre pero aún tengo fe"
"0","120151009097178","2015-10-09 00:49","#PerdimosComoSiempre","@MeryCaldern","#PerdimosComoSiempre que se puede espérar de esos borrachos juergeros y mujeriegos deberian desaparecer son de lo peor"
"0","120151009097183","2015-10-09 00:48","#PerdimosComoSiempre","@New_in_this","#perdimoscomosiempre @richidelanoche el Perú se llena de zorras argentinas, venezolanas y colombianas que triste tanta calabaza q se creen"
"0","120151009097184","2015-10-09 00:48","#PerdimosComoSiempre","@danielviceruiz","#LaNocheEsMia #PerdimosComoSiempre la selección solo juega en otras canchas jajjajajajajaja saludos a los peloteros upao"
"0","120151009097188","2015-10-09 00:47","#PerdimosComoSiempre","@Star_Killer_X","#PerdimosComoSiempre y Uds como siempre dándole publicidad a los basura Realities, a cambiar de canal por higiene mental #LaNocheEsMia"
"0","120151009097191","2015-10-09 00:47","#PerdimosComoSiempre","@megazero1000","#PerdimosComoSiempre ese zangano de nicola cuando no haciendo sus huevadas para que la gente se olvide de lo pegalon de mujeres que es"
"0","120151009097192","2015-10-09 00:46","#PerdimosComoSiempre","@jmcrscperu","@csarpereiradiaz @galdosoficial @richidelanoche @ElLocoWagner #PerdimosComoSiempre Pizarro como siempre hueveando pic.twitter.com/Rs4ruiWuay"
"0","120151009097198","2015-10-09 00:46","#PerdimosComoSiempre","@luisalonso_xd","#PerdimosComoSiempre para que ilusionarse cada eliminatoria si la cagaremos"
"0","120151009097199","2015-10-09 00:46","#PerdimosComoSiempre","@thefredy15","#PerdimosComoSiempre @galdosoficial pobre mi Peru perdimos"
"0","120151009097200","2015-10-09 00:45","#PerdimosComoSiempre","@Giberita","ahora le cae golpe ja! #perdimoscomosiempre @galdosoficial @LaNocheEsMiaL"
"0","120151009097201","2015-10-09 00:44","#PerdimosComoSiempre","@Joserojascix","@csarpereiradiaz @galdosoficial @richidelanoche @keturevilla @Latina_pe #PerdimosComoSiempre y pizarro fue titular como siempre y nada hizo"
"0","120151009097203","2015-10-09 00:44","#PerdimosComoSiempre","@midorihamadar","#perdimoscomosiempre hasta cuando Perú!!"
"0","120151009097211","2015-10-09 00:43","#PerdimosComoSiempre","@thefredy15","#PerdimosComoSiempre una pena ver ami Peru perder @galdosoficial"
"0","120151009097212","2015-10-09 00:43","#PerdimosComoSiempre","@Myangelonely","#perdimoscomosiempre hahaha todo es lo mismo nada cambia"
"0","120151009097215","2015-10-09 00:42","#PerdimosComoSiempre","@An99_perez","#perdimoscomosiempre son bien mierdas ustedes no? Cuando ganamos todos orgullosos de su equipo! Pero cuando perdemos es un equipo de mierda"
"1","120151009097216","2015-10-09 00:42","#PerdimosComoSiempre","@AndyBryanL","gano chile, colombia, uruguay y nosotros #perdimoscomosiempre pero yo no bajo la cabeza como otros... el martes ganamos .."
"0","120151009097219","2015-10-09 00:41","#PerdimosComoSiempre","@JairEduardoLino","#LaNocheEsMia #perdimoscomosiempre Farfan también entrena en otras canchas y ahí hace goles que con la selección no hace jaja Vamos galdos!"
"0","120151009097220","2015-10-09 00:41","#PerdimosComoSiempre","@megazero1000","#PerdimosComoSiempre ese farfan esta cagado solo piensa en su disque novia yahaira y nada de la seleccion que mal"
"0","120151009097228","2015-10-09 00:40","#PerdimosComoSiempre","@frankfarfanur","#PerdimosComoSiempre vamos peru pero vamos a chupar.....por que :-( perdimos..."
"0","120151009097229","2015-10-09 00:40","#PerdimosComoSiempre","@claudia_zaa","#Perdimoscomosiempre claro y como no x la culpa de los #CandyJugadores xq no se la juegan bien como c db! @galdosoficial @csarpereiradiaz"
"0","120151009097230","2015-10-09 00:40","#PerdimosComoSiempre","@Sulmashl","#perdimoscomosiempre la clásica , para que nos ilusionamos"
"0","120151009097231","2015-10-09 00:40","#PerdimosComoSiempre","@eroblesrolandi","#PerdimosComoSiempre JUERGUEAMOS COMO NUNCA"
"0","120151009097235","2015-10-09 00:39","#PerdimosComoSiempre","@carlos19912010","@Latina_pe #perdimoscomosiempre #lanocheesmia jajaj como siempre los peloteros cargándola así no vamos a llegar al mundial"
"0","120151009097237","2015-10-09 00:39","#PerdimosComoSiempre","@Angelo_el_cid","@Latina_pe @galdosoficial @Latina_pe #LaNocheEsMia #perdimoscomosiempre Pizarro el checho corre mas, saludos a JOSSY"
"0","120151009097241","2015-10-09 00:39","#PerdimosComoSiempre","@peter_1008","#PerdimosComoSiempre a la mierda perdimos y ya!!! Pero la fe no acaba, con todo contra Chile!!! VAMOS PERÚ!!!!"
"0","120151009097242","2015-10-09 00:39","#PerdimosComoSiempre","@grupo_RYL","Que podemos hacer si nuestros jugadores son bien malos jugando #LaNocheEsMia #perdimoscomosiempre"
"0","120151009097243","2015-10-09 00:38","#PerdimosComoSiempre","@fernandomunioz7","@Latina_pe #LaNocheEsMia #PerdimosComoSiempre Se Fue Burga, Se fue Markarian, entonces Cual es el problema? Jugadores e Indisciplina #Caos"
"0","120151009097244","2015-10-09 00:38","#PerdimosComoSiempre","@Star_Killer_X","#PerdimosComoSiempre Cobramos como siempre y Uds nos siguen como idiotas como siempre #LaNocheEsMia"
"0","120151009097246","2015-10-09 00:38","#PerdimosComoSiempre","@Jaku_Lml","Pero para el tono...ponganle huevos y saquen a Pizarrón v: #PerdimosComoSiempre #LaNocheEsMia"
"0","120151009097251","2015-10-09 00:37","#PerdimosComoSiempre","@chefperuana","#PerdimosComoSiempre .... no irán al mundial... dejen de gastar su plata por que para variar la selección está en nada!"
"0","120151009097252","2015-10-09 00:37","#PerdimosComoSiempre","@alata_g","#PerdimosComoSiempre . Esperamos que tanto los aupiciadores (Choristar, Backus, etc) y los mermeleros de la prensa... http:// fb.me/IQVNRdcp"
"0","120151009097255","2015-10-09 00:37","#PerdimosComoSiempre","@crisxvandyne","Jugamos como nunca #PerdimosComoSiempre típico."
"0","120151009097256","2015-10-09 00:37","#PerdimosComoSiempre","@jordiro34","#PerdimosComoSiempre #LaNocheEsMia hoy ah Farfan se lo estan moviendo como nunca malos de mierda pechos frios!!!!"
"0","120151009097258","2015-10-09 00:37","#PerdimosComoSiempre","@Rudy_Jc","#LaNocheEsMia a pasar el mal rato ya que #PerdimosComoSiempre"
"0","120151009097259","2015-10-09 00:37","#PerdimosComoSiempre","@ClameValeria","#LaNocheEsMia #PerdimosComoSiempre y juergueamos como nunca @Latina_pe"
"0","120151009097260","2015-10-09 00:37","#PerdimosComoSiempre","@danielamerling","#LaNocheEsMia #PerdimosComoSiempre JAJAJA LOS PERUANOS CHUPAN GANEN O PIERDAN XD"
"0","120151009097262","2015-10-09 00:36","#PerdimosComoSiempre","@jeniferquitor","#perdimoscomosiempre deben de sacar a pizarro ya no pasa nada y todavía como capitan #LaNocheEsMia"
"0","120151009097263","2015-10-09 00:36","#PerdimosComoSiempre","@caramelitoluce","#LaNocheEsMia #PerdimosComosiempre han jugado hasta laaa weeeee"
"0","120151009097264","2015-10-09 00:36","#PerdimosComoSiempre","@crisxvandyne","La foquita esta más pendiente de la Yahaira y lesionándose Dios sabe como #PerdimosComoSiempre"
"0","120151009097266","2015-10-09 00:35","#PerdimosComoSiempre","@gonzaloan","Farfán está de más, que se jubile #perdimosComoSiempre #LaNocheEsMia @galdosoficial"
"0","120151009097267","2015-10-09 00:35","#PerdimosComoSiempre","@PeloteroMalo","#PerdimosComoSiempre #LaNocheEsMia ya estamos acostumbrados"
"0","120151009097268","2015-10-09 00:35","#PerdimosComoSiempre","@TonyRivasplata","#LaNocheEsMia #PerdimosComoSiempre la misma historia de siempre ganamos experiencia"
"0","120151009097273","2015-10-09 00:34","#PerdimosComoSiempre","@claudiavvero","#LaNocheEsMia es tan triste saber que #PerdimosComoSiempre asi nunca iremos aun mundial :( disfrutando con mi amorcito ByC"
"0","120151009097274","2015-10-09 00:34","#PerdimosComoSiempre","@levyrojascarden","#perdimoscomosiempre deje plantada a mi flaca solo por ver q juega Perú...sabiendo el resultado no la dejaba"
"0","120151009097276","2015-10-09 00:34","#PerdimosComoSiempre","@Ariadna1live","#perdimoscomosiempre #LaNocheEsMía @galdosoficial @Latina_pe No sé de qué se sorprenden pimpollos"
"0","120151009097281","2015-10-09 00:34","#PerdimosComoSiempre","@wtf_rodolfo","#perdimoscomosiempre ¿qué perdemos siempre?"
"0","120151009097282","2015-10-09 00:34","#PerdimosComoSiempre","@martinercilla","@Latina_pe #LaNocheEsMia #PerdimosComoSiempre boten a pizarro !!"
"0","120151009097284","2015-10-09 00:34","#PerdimosComoSiempre","@Rc1Vero","#LaNocheEsMia #PerdimosComoSiempre por la culpa de Gareca que pone al salado de Pizarro"
"0","120151009097285","2015-10-09 00:34","#PerdimosComoSiempre","@sandraycamila22","#lanocheesmia Y ese negro de farfan bien sentado pero para salir a toniar le falta patas jajaj x eso #perdimoscomosiempre"
"0","120151009097292","2015-10-09 00:33","#PerdimosComoSiempre","@washy2050","#PerdimosComoSiempre Mientras Los Colombianos se concentran, Los Peruanos se van a chupar Chaann... @galdosoficial pic.twitter.com/jLYja9u46W"
"0","120151009097295","2015-10-09 00:32","#PerdimosComoSiempre","@Carlos_cruzpz","Como siempre jodidos #PerdimosComoSiempre"
"0","120151009097299","2015-10-09 00:32","#PerdimosComoSiempre","@levyrojascarden","#perdimoscomosiempre jajaja no hubo amor a la camiseta"
"0","120151009097300","2015-10-09 00:32","#PerdimosComoSiempre","@SotoTaniaC","#LaNocheEsMia #PerdimosComoSiempre tenía fe que íbamos a ganar pero me equivoqué Me hicieron el día ;) :P"
"0","120151009097301","2015-10-09 00:32","#PerdimosComoSiempre","@Xhand3r","#PerdimosComoSiempre eso ya no es novedad en Perú xD"
"0","120151009097305","2015-10-09 00:32","#PerdimosComoSiempre","@AracelliAC27","@Latina_pe #LaNocheEsMia #PerdimosComoSiempre paltean juegan como nunca pierden como siempre! Me perdí AAA paeso"
"0","120151009097308","2015-10-09 00:31","#PerdimosComoSiempre","@luismayerhoffer","#PerdimosComoSiempre pelado que sabes de fútbol sacate la gorra y muestra tus implantes xhipi ...aburres men"
"0","120151009097309","2015-10-09 00:31","#PerdimosComoSiempre","@JimenaJeannet","Es la verdad la mayoría de los jugadores se van de juerga en vez de estar comprometidos con la #SelecciónPeruana #PerdimosComoSiempre"
"1","120151009097310","2015-10-09 00:31","#PerdimosComoSiempre","@Luanafer978","#perdimoscomosiempre mal jugada chicos pero con chile a darle con todo confió en ustedes chicos ¡ vamos Perú ! Si se puede"
"0","120151009097312","2015-10-09 00:31","#PerdimosComoSiempre","@JohanaYovera","@galdosoficial #LaNocheEsMia #PerdimosComoSiempre y lloramos como nunca... siempre lo mismo. .."
"0","120151009097314","2015-10-09 00:31","#PerdimosComoSiempre","@elamiguero16","@Latina_pe #LaNocheEsMia channnn, a llorar al río #perdimoscomosiempre"
"0","120151009097318","2015-10-09 00:31","#PerdimosComoSiempre","@patricialaithon","@Latina_pe #LaNocheEsMia #PerdimosComoSiempre si se seguimos asi no llegamos al mundial lo veran en su casa"
"0","120151009097321","2015-10-09 00:31","#PerdimosComoSiempre","@crisxvandyne","¿Porqué ganó Colombia a Perú? porque en Colombia se concentran, y aqui : más solteros que la csrme"" #PerdimosComoSiempre"""
"0","120151009097325","2015-10-09 00:30","#PerdimosComoSiempre","@96e898c0fc6d4ab","Borrachos d melas #PerdimosComoSiempre"
"0","120151009097334","2015-10-09 00:29","#PerdimosComoSiempre","@Abdel2306","#LaNocheEsMia #PerdimosComoSiempre al menos estamos últimos con Brasil y Argentina"
"0","120151009097335","2015-10-09 00:29","#PerdimosComoSiempre","@almendrahudson","#PerdimosComoSiempre ya ni lo veo por eso es una vergüenza! mas hago higado #LaNocheEsMia"
"0","120151009097340","2015-10-09 00:29","#PerdimosComoSiempre","@yosoyelquesoy71","Con chile nos va a ir igual o peor... #PerdimosComoSiempre"
"0","120151009097342","2015-10-09 00:29","#PerdimosComoSiempre","@karolenka7513","#perdimoscomosiempre como diría melcochita son unos imbecilessss..."
"0","120151009097356","2015-10-09 00:28","#PerdimosComoSiempre","@BUITRONJESSY","@lanocheesmiatv #PerdimosComoSiempre nunca pueden hacer las cosas bien"
"0","120151009097365","2015-10-09 00:28","#PerdimosComoSiempre","@levyrojascarden","@LaNocheEsMiaL #perdimoscomosiempre pizarro no debió jugar"
"0","120151009097367","2015-10-09 00:28","#PerdimosComoSiempre","@yosoyelquesoy71","#PerdimosComoSiempre una lastima de equipo chaaannn"
"0","120151009097377","2015-10-09 00:27","#PerdimosComoSiempre","@yamilerioz","@galdosoficial @csarpereiradiaz #lanocheesmia siempre en los partidos se conzentran en otra cosa y no en jugar #PerdimosComoSiempre !!! Grrr"
"0","120151009097378","2015-10-09 00:27","#PerdimosComoSiempre","@Giberita","Están pensando en ropa y mujeres y no en los partidos q se le vienen #perdimoscomosiempre @galdosoficial @LaNocheEsMiaL"
"0","120151009097379","2015-10-09 00:27","#PerdimosComoSiempre","@jackelinebella5","#PerdimosComoSiempre toda la vida lo mismooo!!!! Y me da risa cuando otros alientan al equipo..."
"0","120151009097380","2015-10-09 00:27","#PerdimosComoSiempre","@DianitaUC15","@galdosoficial #LaNocheEsMia #PerdimosComoSiempre una vez mal la selección termina rompiendonos los corazones"
"0","120151009097382","2015-10-09 00:27","#PerdimosComoSiempre","@GianellaMilla","#LaNocheEsMia #PerdimosComoSiempre jajajajajaja Perú siempre juega mejor, y clásico perder !!!"
"0","120151009097385","2015-10-09 00:26","#PerdimosComoSiempre","@sandraycamila22","#perdimoscomosiempre el negro de farfan bien campante sentado pero para salir a toniar si esta bien... Basuuuraa"
"0","120151009097393","2015-10-09 00:26","#PerdimosComoSiempre","@elamiguero16","#LaNocheEsMia no vamos a ir a Rusia, no sean tercos #perdimoscomosiempre"
"0","120151009097394","2015-10-09 00:26","#PerdimosComoSiempre","@Rc1Vero","#PerdimosComoSiempre Todo por culpa de Gareca que pone al salado de Pizarro!!!"
"0","120151009097395","2015-10-09 00:26","#PerdimosComoSiempre","@Mila_LC16","@richidelanoche @galdosoficial #LaNocheEsMia @Latina_pe #PerdimosComoSiempre la culpa la tiene el cuy xd"
"0","120151009097396","2015-10-09 00:26","#PerdimosComoSiempre","@miltomchavez","#PerdimosComoSiempre yo ni vi el partido..nos falto efectividad,y sobre todo huevos..y tb jugar con el alma corazon y vida @galdosoficial"
"0","120151009097397","2015-10-09 00:26","#PerdimosComoSiempre","@levyrojascarden","@lanocheesmiatv #PerdimosComoSiempre pizarro no debió jugar"
"0","120151009097399","2015-10-09 00:26","#PerdimosComoSiempre","@megazero1000","#PerdimosComoSiempre toda la vida es asi estos jugadores mediocres estan pensando en sus rucas y no meten goles y todavia ponen a pizarro"
"0","120151009097400","2015-10-09 00:26","#PerdimosComoSiempre","@caramelitoluce","#perdimoscomosiempre chamanes salados #lanocheesmia"
"0","120151009097401","2015-10-09 00:26","#PerdimosComoSiempre","@96e898c0fc6d4ab","Gano xq los mismos viejos d siempre #PerdimosComoSiempre"
"0","120151009097404","2015-10-09 00:25","#PerdimosComoSiempre","@corrales3103","Si se puede pero Perú se chupa y por eso #perdimoscomosiempre les falta huevos channnnn #lanocheesmia saludos"
"0","120151009097406","2015-10-09 00:25","#PerdimosComoSiempre","@patricialaithon","@Latina_pe #PerdimosComoSiempre #LaNocheEsMia emoción pero la fregaron y ahora Chile tambien nos gana"
"0","120151009097408","2015-10-09 00:25","#PerdimosComoSiempre","@Jaku_Lml","Pizarró está demás, vamos muchachos esto recién comienza :D #PerdimosComoSiempre #LaNocheEsMia"
"0","120151009097411","2015-10-09 00:25","#PerdimosComoSiempre","@skettcher","#PerdimosComoSiempre y será NUESTRA REALIDAD ya k solo estos JUGADORES"" vienen a levantar ZORRAS y emborracharse.. pic.twitter.com/3FLgFdQ9pW"""
"0","120151009097412","2015-10-09 00:25","#PerdimosComoSiempre","@liliangon77","Cual es la novedad siempre pierden XD #perdimosComoSiempre"
